seq,1AB,2AB,3AB,4AB,5AB,6AB,7AB
234b81fb7fa91bcfef74c8511c07a219,0,0.07957032,0,0,0,0,0
9be2a4f786cbae9862513cec5dd15ccc,0,0,0,0,0,0,0.016636167
e973e792bb24983e1304d41a8ed0c375,0,0.03978516,0,0,0,0,0
f18d4d1f32aca3b61c8d25703e43fea4,0,0.02983887,0,0,0,0,0
b7a2f949d87f6ce14145811c2d2974af,0,0.208872091,0,0,0,0,0
38fc90a232589415e1f0ed3673357fb4,0,0.358066441,0,0,0,0,0
27acca0f07269de77bf31e1b93ecd63a,0,0.228764671,0,0,0,0,0
e1abbababbc410f2f1faa24f6ccbc7f9,0,0,0,0,0,0,0.731991349
815d2b7122e4428055f4b420de72f5b2,0,0,0,0,0,0,0.083180835
8fabb679415fe6a9969015076873e211,0.084643289,0,0,0,0,0,0.332723341
48d3df1c8c87428a5ef19a3ea0a4c6d1,0,0.208872091,0,0,0,0,0
3b9ecba29136f8919aea26a394a936aa,0,0,0,0,0,0,0.058226585
b659fcf2b17787c3e45bedfc42a89936,0.320435308,0,0.073723012,0,0,0.524934383,0
911ddc4e1da558630158fa05fba14992,0,0,0,0,0,0,0.191315921
fe74d2e267ad3ebb8fbfe24bbb464049,0,0,0,0,0,0,0.316087174
52ac87abfa970ee890f4bfb7ce0f1337,0,0.05967774,0,0,0,0,0
98cc723db5113be62f2e08e11277fa6b,0.175332527,0,0.047393365,0.028238616,0,1.049868766,0
49d8ed77132802ef1ad7036f31e0117a,0,0,0,0,0,0,0.440858426
a4c97d72a3ac2b7c1435c56721a3aa1a,0,0.179033221,0,0,0,0,0
cefe4ae946de41fe87fc0040bdea335e,0,0.13924806,0,0,0,0,0
6239566d7bda185bbc00c6475202b675,0,0,0,0,0,0,0.116453169
8c86a02bd0f2c7a90bb40b735577a623,1.698911729,0,0.205371248,0,0,0,0.773581767
5a6520a634bb27352c524ba237fd0d64,0.07859734,0,0,0.042357924,0,0,0.790217934
bed2f0610fdcb173fe83f4a9179bcce5,0,0,0,0,0,0,0.024954251
a90eba220f100c5da89e40e34598c4c7,0.193470375,0,0,0,0,0,0
e0a5d06dca6e74603b233d9be368f1f6,0,0.467475632,0,0,0,0,0
d23e031b9dfbdb8f41323c8c5c775f26,0,0.07957032,0,0,0,0,0
18eb004037e681d5b173b0d2f5cb29ec,0,0.02983887,0,0,0,0,0
ac9e79a82beb3b70c0c7193fff0a8524,0,0,0,0,0,0,0.14140742
2cc5b2b8bce723252e69475548cd8e57,0,0.01989258,0,0,0,0,0
fb3e6be0517e6c8b7a27582c871b2ab3,0.423216445,0,0.068457083,0,0,0.787401575,0
d6fd8cc30f52c997d8a550fdb5b27dfd,0.423216445,0,0.031595577,0,0,0,0.332723341
fd95b1c4fe440dbd2ad6a10e70f8ae45,2.509068924,0,0.205371248,0,0,2.143482065,0.116453169
9ab23c4d99ca81eaa9c30826e3201dd4,4.945586457,0,1.158504476,0,42.85714286,15.96675416,0.316087174
a27f37aae2a34101f8a61c6f0b1cd246,29.20798065,0,4.133754608,0,0,43.21959755,0.865080685
64fc10f0a6641c24f1fc81c23d55d3b7,2.351874244,0,0,0,0,0,0
2c5ba0229758d152825ddeef395fcecd,0.374848851,0,0,0,0,0.918635171,0
8fd7af3fd41ce627d8be20317e594132,0.169286578,0,0.078988942,0,0,0.612423447,0
b169eb05bfd47649d630003e9e1f0556,0,0,0.121116377,0,0,0,0
2d3bc28afb5cf03531b285e8b18b8b9c,0,0,0,0,0,0,0.14140742
4686f869c2904b86efdc02dfb2f09088,0.024183797,0,0,0,0,0,0
bab46dfd2ebedb1ecc30e955eb423156,0.435308343,0,0,1.750794211,0,0,0
f4cdea40a93156f6fd8061c2f92bf579,0,0,0.65824118,0,0,1.268591426,0
b96715d4c2e39e415550cf66da8a67f5,1.451027811,0,1.77988415,0,0,8.13648294,0
8359901a562b0b0642e0383e8fb12566,0.223700121,0,0,0,0,0,0
54e41d7748bdb8fe71a73a47ad58423e,0.659008464,0,0.063191153,0,0,2.099737533,0.573947762
9e679d7c299efc7140f026781b04d72c,0.145102781,0,0.047393365,0,0,0.481189851,0
dc22433569281cc665fba3df53e3f566,0,0,0,0,0,0,0.16636167
b180a2455b236c103cf0bfe620095736,0.405078597,0.656455142,0.100052659,0,0,0,1.256030611
5d4ff9cbbb244d61483b7c3973bdced6,0.030229746,0.06962403,0,0,0,0,0.016636167
b8be4a864e591a2801a0b9194efc1060,0,0,0,0,0,0,0.174679754
f34bff23d0ffd88f76e8017e5281fa69,0.030229746,0,0,0,0,0,0
919c50490dbc9552a946f26b32c4ae12,0,0,0,0,0,0,0.324405257
0dda2781d785ae2fff6a81eabdeb9143,0.120918984,0,0,0,0,0,0
5346417a16a786a9003aaee8d9cf6253,0,2.347324448,0,0,0,0,0.058226585
26897509b56c5bcf18626b728a146bca,0,0.487368212,0,0,0,0,0
11506c8de798b3e79303f7afc3d782b6,0,0,0,0,0,0,0.033272334
fd9f7d52d94375becd25c1bcd3543165,0.030229746,0,0,0,0,0,0
2e65dcf8d97af980c5c4ec8ac68bd233,0.145102781,0,0,0,0,0,0
cd1f95189b8375347f827f4a8b08dcf7,0.114873035,0,0,0,0,0,3.036100482
918523ae5006c18004b978b0872bbedd,0,0,0,0,0,0,0.024954251
e9e060e5e0e46911cad92b8292aeefd7,0.102781137,0,0.026329647,0.091775503,0,0,0.640492431
af62b8aa99dba188ac2f26d05dff89d1,0,0,0,0,0,0,0.099817002
68c7aa8355d0b7c6e75c67d5df51d569,0,0,0,0,0,0,0.133089336
283755ba25c1e02155384ef6f268c2ae,0,0,0,0,0,0,0.133089336
2b335f368deba69c6c95c18da31dc5f4,0.15114873,0.159140641,0.057925224,0,0,0,0.390949925
c1ffb2d7a3abec3be42719f05f750cb0,0,0,0,0,0,0,0.041590418
3ef47d732a719a9c649132016afeb5e2,0,0.05967774,0,0,0,0,0.049908501
7ba3402ab86ac791941e0dc862234ee8,0,0.228764671,0,0,0,0,0.266178672
04869be25e3dc4d526ce3824d407aedf,0.368802902,0,0.036861506,0.021178962,0,0,0.382631842
f0547f74dbcfeca9eef70572311914b5,0.084643289,0.318281281,0.026329647,0,0,0,0.083180835
a5b2537343a26f4daf0379a8b46eb2ef,0,0,0,0,0,0,0.232906338
e29f9ab1342fe7d53d4f1e2d03bb5969,0.072551391,0,0,0,0,0,0
613cd0ab8ed46a361940e06efaecdb6d,0.07859734,0.218818381,0.026329647,0,0,0,0.465812677
da47a34fd036b068ca0c5eaf185e2082,0,0,0,0,0,0,0.14140742
25c54c57b4a4283237b33fdae82003c0,0.133010883,0,0,0,0,0,0
89be024198d6c2575cdec2fecfd9129a,0,0,0,0,0,0,0.091498919
ce838514aa5ea7e008acec0c4fa61772,0,0.03978516,0,0,0,0,0
58ed3302b41e8d33d7b483d7c0d975f3,0,0.188979511,0,0,0,0,0
7935c8ea2b1b44460993759d6d1cd5da,0,0,0.010531859,0,0,0,0
9c90a0c962c8b6283f7a71b644fce90c,0.042321644,0.358066441,0,0,0,0,0.316087174
d7e616d63605ffd0d9129244621edbfc,0,0.169086931,0,0,0,0,0
e144d237c973d831d708cac2c17df968,0,0.07957032,0,0,0,0,0
69bb91c25d9ab937f374c2282d6891f0,0,0,0,0.444758207,0,0,0
558c1a9f28da9bb5f71f64f0b60a3b04,0.126964933,0,0,0.211789622,0,0,0
f824c242da3d47edd62495a6a144912c,0.030229746,0,0,0,0,0,0
9f268fae59bcec4759785daa4c05fd97,0.090689238,0,0,0,0,0,0
082988d5fe8e9c19c6f0119c671693a1,0.024183797,0,0,0,0,0,0
36090a0d50aa4bbbffdd4b9953b0c500,0.006045949,0,0,0,0,0,0
e2c63d5718cf9ea95828084c3b843443,0,0,0,0,0,0,0.16636167
7c02fc116dfd968c72ec176c6b121a3a,0,0,0,0,0,0,0.091498919
1fe1816b9e7706d2761111c766017adf,0,0,0,0,0,0,0.066544668
923d1e7b6ceac97721615d80cf869780,0,0,0,0,0,0,0.216270171
fe825230b5bc472354e787ee15f30a34,0,0,0,0,0,0,0.074862752
8712b3e14d3b3bcdab376a52cbda62ea,0,0,0,0,0,0,0.149725503
70bc60bf6b649f62bb1ee7538331006f,0,0,0,0,0,0,0.124771253
3bb8c91a23a86c8601f5dead53c7b241,0,0,0,0,0,0,0.091498919
455800da158eb1acad1d1e9657b345d2,0.030229746,0,0,0,0,0,0
b78bdac2d66434f67db2a71b6f893639,0,0.288442411,0,0,0,0,0.399268009
f94941df072a2ce7df898dbbc4971c45,0,0.13924806,0,0,0,0,0
b9d27d1dc44fea66778479161f6ed7c6,0,0,0,0,0,0,0.116453169
2d2be8e2152e95e0f171c4b66568e6f9,0,0.258603541,0,0,0,0,0
868a2dd217365ddd6d6ab64d48aeed4a,0.187424426,0,0,0,0,0,0.058226585
fc8768f19daa07bc81c3375cf88cdeff,0,0,0,0,0,0,0.049908501
cb08126894ac0c8eeddc7b86d1ab1eb9,0,0,0,0,0,0,1.247712527
5177bd1019c0a59f8762ecb3f683babd,0.126964933,0,0,0,0,0,0
01b5383db868117f04bfd197603f736b,0,0,0,0,0,0,0.174679754
d0d81e6b6c74af6142512ea6e53d9d93,0.054413543,0,0,0,0,0,0
2a1161c7a6b1ade5778a2bf53a300fd6,0.036275695,0,0,0,0,0,0
deac35bb9d47f67965b800fa6c414dea,0,0,0,0,0,0,0.074862752
c05932b0e9b0bcf5f076c8971c6bab60,0,0,0,0,0,0,1.330893362
e95282c3197d4315d84f31d177642c58,1.777509069,0,4.723538705,0.204729968,0,2.449693788,0.083180835
076b820e5b709e62b933f76ab6c45254,1.414752116,0,4.249605055,0,0,2.362204724,0
337bb53505b6803dee2a7e46850ba79f,0.870616687,0,0.194839389,0,0,5.643044619,0
e20683d4c9a7ebeb0ce7ffd2faf459e7,0,0,0,0.091775503,0,0,0
